date,date,er,g,z,d,y,pi,c,R,ylag
7760.0,7760.0,-0.0008726592274711437,0.0016854113344674678,-0.0019136672588708143,0.02716679782125045,0.0053274153251057655,0.0027731842974615334,0.003642003990638298,-0.0013838708071687853,0.006024127764173097
7761.0,7761.0,0.0052891371612982805,0.005694816460120007,0.006327445628480125,0.029129772640418914,-0.00033815380846700764,-0.0022976225558642392,-0.006032970268587016,0.00311700457951569,0.0053274153251057655
7762.0,7762.0,-0.0005372999353276494,0.001604947499032602,-0.0046608560220482076,-2.004155354421236e-5,-0.0014682926222678726,-0.0007611559487241838,-0.0030732401213004745,0.0004254676471219089,-0.00033815380846700764
7763.0,7763.0,-0.0001890088903346045,0.004795174531995225,0.004311624295493225,0.004844624653460802,0.001553981961877558,-0.0008933616167713715,-0.0032411925701176674,0.0011242613670509856,-0.0014682926222678726
7764.0,7764.0,-0.0010259367966693501,0.007210540157517799,-0.0012016881380768416,-4.4809806301595624e-5,0.003985074555869037,0.00020128395593706347,-0.003225465601648762,0.0002191032274179804,0.001553981961877558
7765.0,7765.0,0.0033145013820322223,0.004214844041466836,-0.0072751149394725476,-0.02419014625638429,-0.0011033207864596713,-0.0013027090550468616,-0.005318164827926507,0.0003891272401091937,0.003985074555869037
7766.0,7766.0,-0.0029982789839305387,0.008502648796154165,-0.00636788392400869,-0.018585541585648974,0.006865008483528171,0.0017347564843928985,-0.001637640312625993,-0.0014712165321469637,-0.0011033207864596713
7767.0,7767.0,0.0023755843861953505,0.010066202554299533,0.005166359744501016,-0.002285343303669276,0.004753996261874779,-0.0008572858909085457,-0.005312206292424754,0.0013516706116834703,0.006865008483528171
7768.0,7768.0,0.000630033158331699,0.011772718989560189,0.015339311945322532,-0.032238123767188535,0.002867553616363719,-0.00339050768993166,-0.00890516537319647,0.0025850680316770605,0.004753996261874779
7769.0,7769.0,9.754559982885368e-5,0.007974686983360377,-0.005850337650985191,-0.05679193181619739,0.0009269061516172493,-0.0015518050958279025,-0.007047780831743131,-0.00016837170734341263,0.002867553616363719
7770.0,7770.0,0.0018577092646773097,0.008792476809411254,-0.00667267294372571,-0.06767111936476415,0.0014262067226444317,-0.0015836545372486365,-0.007366270086766822,-0.00031046944561562227,0.0009269061516172493
7771.0,7771.0,0.0010540731254965045,0.006136672902331605,-0.0025919319483215324,-0.06225149904733841,0.0009493489716548998,-0.0013653448881868133,-0.005187323930676705,-0.0005057645539181045,0.0014262067226444317
7772.0,7772.0,-0.0023354620299895113,0.005621318069977146,0.007871542667447962,-0.05239302568376394,0.003858470939898665,-0.0004645140804331663,-0.001762847130078482,-0.0008686107263536635,0.0009493489716548998
7773.0,7773.0,0.0006725914118284504,0.005940587174684502,0.0031555057502882762,-0.04429419304742924,0.0022919920085460385,-0.00097995256632757,-0.003648595166138464,-0.00022042324723342945,0.003858470939898665
7774.0,7774.0,-0.0009853891383975093,0.003028248401349692,-0.0059576148988807,-0.067426091191787,0.0017292401121845945,0.00029371889539039583,-0.0012990082891650963,-0.0022869858024487074,0.0022919920085460385
7775.0,7775.0,-0.0005225856553277853,0.0020782338139880554,-0.005022771045205694,-0.05767290491572586,0.002739320952066857,0.0010550625034405196,0.0006610871380788014,-0.0025900290757410738,0.0017292401121845945
7776.0,7776.0,-0.001455922618084672,0.0012987995945221882,-0.0020520201682685825,-0.02394266102127561,0.00448482201332842,0.0021601504610134527,0.003186022418806232,-0.002464745383923912,0.002739320952066857
7777.0,7777.0,0.002511555934078487,0.0013230033874433345,0.0010788471007272776,0.027025239490131588,0.0015580675289603861,0.0005094925666517122,0.0002350641415170521,0.00044250591440465913,0.00448482201332842
7778.0,7778.0,0.0016704434029501593,0.0006045070118188568,0.007264406131395065,0.024140892840897717,-0.0017893149725856186,-0.0016163146249975465,-0.0023938219844044746,0.001951701160925579,0.0015580675289603861
7779.0,7779.0,2.0197573197381957e-5,0.0013813645928611748,0.009808475675296996,0.03582791059568801,-0.0015747411340731867,-0.0018759294123636672,-0.0029561057269343613,0.0025705929122153866,-0.0017893149725856186
7780.0,7780.0,0.00039213481120144264,0.0010618750095832004,0.005431937044159875,0.013947679125990962,-0.002917962634734699,-0.0022295502617309835,-0.003979837644317899,0.0020906312513993197,-0.0015747411340731867
7781.0,7781.0,0.002915513288201327,-0.0009390312467918348,0.009742905315117517,-0.007773030984108991,-0.0074318865761699715,-0.00461604769809718,-0.006492855329378137,0.0032125538355519704,-0.002917962634734699
7782.0,7782.0,0.003545698142425673,0.0011437964796966122,0.008203848317709728,0.004782033380641518,-0.008514902133490992,-0.005650587490773953,-0.009658698613187605,0.004573118936700982,-0.0074318865761699715
7783.0,7783.0,-0.0010612311423088118,-0.00288637395754413,-0.003981691539592106,0.001406849004010194,-0.006287689833843203,-0.002105547718174569,-0.0034013158762990726,0.0011585012625721116,-0.008514902133490992
7784.0,7784.0,0.002665420505918333,-0.00861715839066723,-0.008613265318099547,0.03160809879857308,-0.008511625175940809,-0.001114670443733824,0.00010553321472641991,0.0008885015558357931,-0.006287689833843203
7785.0,7785.0,0.0015920213724744925,-0.00741200874441235,-0.002937514597780204,0.013609470201695614,-0.007838022661532246,-0.0017055950819950757,-0.00042601391711989504,0.0009721864061648466,-0.008511625175940809
7786.0,7786.0,0.000453258840995914,-0.007261777318485199,-0.001925648073997261,0.023630353818842122,-0.006287084297866836,-0.0009270188845231511,0.0009746930206183622,0.0006755150427507099,-0.007838022661532246
7787.0,7787.0,0.0006132461529605143,-0.006313615447792938,0.0019261645400331384,0.030274210227790463,-0.005498760144984069,-0.0010853461548397158,0.0008148553028088693,0.0011213179704559475,-0.006287084297866836
