date,date,ygrowth,infl,r,logcy4,logcy4,logcy4
1,1,-0.114934157,-0.059297899,2.230956429,-23.89409475,-23.89409475,-23.89409475
2,2,0.848894607,0.710100371,1.87784428,-24.31573016,-24.31573016,-24.31573016
3,3,0.973352302,-0.101208599,2.400034345,-24.27246977,-24.27246977,-24.27246977
4,4,1.042095683,-0.489560877,2.888518409,-24.16941059,-24.16941059,-24.16941059
5,5,1.688660333,-0.019623609,2.796961316,-24.362394,-24.362394,-24.362394
6,6,0.425016668,0.531396115,2.431400552,-24.24965797,-24.24965797,-24.24965797
7,7,0.644075507,0.822527104,2.41245176,-24.30847007,-24.30847007,-24.30847007
8,8,0.082313545,0.536801568,2.152950159,-23.76731759,-23.76731759,-23.76731759
9,9,1.276156392,0.207979729,2.334795012,-24.27228577,-24.27228577,-24.27228577
10,10,-1.016998515,0.711359593,2.075063762,-24.55273599,-24.55273599,-24.55273599
11,11,-1.575637349,2.212280689,0.71399229,-24.48875785,-24.48875785,-24.48875785
12,12,-0.365232847,2.137612811,0.903409549,-25.09517507,-25.09517507,-25.09517507
13,13,-0.087789282,1.434973651,1.551257354,-25.09428213,-25.09428213,-25.09428213
14,14,0.054491902,1.352054099,1.300775682,-24.66012099,-24.66012099,-24.66012099
15,15,0.290367965,0.231169528,2.175653556,-24.58607782,-24.58607782,-24.58607782
16,16,0.527794169,-0.271860318,2.451881518,-24.69254671,-24.69254671,-24.69254671
17,17,0.083164104,0.014563994,2.124100958,-24.04428551,-24.04428551,-24.04428551
18,18,0.349345145,0.288041301,2.320081978,-24.25448909,-24.25448909,-24.25448909
19,19,0.753635459,0.072504706,2.280698414,-24.11927666,-24.11927666,-24.11927666
20,20,1.22039508,0.803740381,2.032967674,-24.09964017,-24.09964017,-24.09964017
21,21,1.15836234,0.584724576,2.164912827,-24.18611077,-24.18611077,-24.18611077
22,22,0.234903115,0.278323722,2.309579375,-23.8517436,-23.8517436,-23.8517436
23,23,0.435209346,-0.237819167,2.559367398,-23.55925714,-23.55925714,-23.55925714
24,24,1.491486222,-0.231234416,2.141561525,-23.72269607,-23.72269607,-23.72269607
25,25,1.466067134,0.718715282,1.580460013,-23.61420287,-23.61420287,-23.61420287
26,26,0.594957692,1.579971684,0.661338465,-23.31836601,-23.31836601,-23.31836601
27,27,-0.473651828,0.460378117,1.421498989,-23.21282382,-23.21282382,-23.21282382
28,28,0.979769735,0.335677975,1.448851068,-22.9473778,-22.9473778,-22.9473778
29,29,1.456829353,-0.105398986,1.799714085,-22.531424,-22.531424,-22.531424
30,30,0.791102179,-0.050318081,1.818913975,-22.72996391,-22.72996391,-22.72996391
31,31,0.514444817,1.428944908,0.405961288,-22.44246453,-22.44246453,-22.44246453
32,32,-0.551435134,1.818648024,0.00E+00,-22.54594116,-22.54594116,-22.54594116
33,33,-0.10070448,1.781018068,0.00E+00,-22.80497992,-22.80497992,-22.80497992
34,34,-0.275448731,1.802685937,0.00E+00,-23.04442987,-23.04442987,-23.04442987
35,35,-1.013423114,2.318140933,0.00E+00,-22.98671795,-22.98671795,-22.98671795
36,36,-1.333983336,1.819487826,0.00E+00,-23.42809301,-23.42809301,-23.42809301
37,37,-0.929347258,2.104453279,0.141754571,-23.16071643,-23.16071643,-23.16071643
38,38,0.41610888,2.325873955,0.00E+00,-23.10948381,-23.10948381,-23.10948381
39,39,-0.564754205,1.696817784,0.449692254,-22.92565865,-22.92565865,-22.92565865
40,40,0.245514017,1.259286689,1.339491358,-23.13816313,-23.13816313,-23.13816313
41,41,0.802661392,1.165485106,1.577144017,-23.35230352,-23.35230352,-23.35230352
42,42,-0.498394063,1.744512147,0.950733151,-23.33781865,-23.33781865,-23.33781865
43,43,-0.016950195,0.991711004,1.672016281,-23.41667421,-23.41667421,-23.41667421
44,44,-0.110028033,1.894756564,0.6014717,-22.97402473,-22.97402473,-22.97402473
45,45,-0.348131922,1.385621125,1.380220916,-23.20138741,-23.20138741,-23.20138741
46,46,-0.134672467,1.001890696,1.754378224,-23.24985515,-23.24985515,-23.24985515
47,47,0.211612192,0.900387191,2.114868119,-23.14324667,-23.14324667,-23.14324667
48,48,1.047988435,0.925229894,1.992054301,-23.05693013,-23.05693013,-23.05693013
49,49,1.716093261,1.10609923,1.860504889,-23.17531259,-23.17531259,-23.17531259
50,50,1.252130641,0.371208339,2.714037555,-23.13093493,-23.13093493,-23.13093493
51,51,1.106443481,-0.463603719,3.718774168,-23.42573476,-23.42573476,-23.42573476
52,52,1.564608721,-0.269723569,3.632214678,-23.65571387,-23.65571387,-23.65571387
53,53,1.678105982,0.50265078,2.900305328,-23.56477932,-23.56477932,-23.56477932
54,54,0.604369684,1.619844229,2.449832456,-23.26530919,-23.26530919,-23.26530919
55,55,-0.168303288,0.439003727,3.240723651,-23.45869782,-23.45869782,-23.45869782
56,56,0.035515515,0.740357027,3.000807881,-23.55449867,-23.55449867,-23.55449867
57,57,0.435408308,-0.059314571,3.758682791,-23.53138559,-23.53138559,-23.53138559
58,58,0.658773933,-0.041003122,3.87215198,-23.93903214,-23.93903214,-23.93903214
59,59,1.073653755,0.374969971,3.632635719,-23.90329531,-23.90329531,-23.90329531
60,60,1.008405655,0.550562645,3.250431863,-24.05784203,-24.05784203,-24.05784203
61,61,1.157759078,0.010257403,3.374752095,-23.79245743,-23.79245743,-23.79245743
62,62,0.800904946,-0.319168839,3.659372727,-23.35000829,-23.35000829,-23.35000829
63,63,1.895411303,1.088536745,2.481102287,-23.44723478,-23.44723478,-23.44723478
64,64,0.325157782,1.663933792,2.662171511,-23.57484684,-23.57484684,-23.57484684
65,65,1.389794162,1.79533969,2.679976083,-23.32039198,-23.32039198,-23.32039198
66,66,0.716625688,1.424181698,2.739628713,-23.39632229,-23.39632229,-23.39632229
67,67,0.694878817,0.787290962,3.02148738,-23.34802924,-23.34802924,-23.34802924
68,68,0.086268251,0.145932798,3.306642549,-23.79620351,-23.79620351,-23.79620351
69,69,1.508363499,-0.451870815,3.73591973,-24.19185706,-24.19185706,-24.19185706
70,70,0.563944873,-0.444740454,3.391742,-24.33697054,-24.33697054,-24.33697054
71,71,-0.153487654,-0.18122556,2.529879819,-24.06644771,-24.06644771,-24.06644771
72,72,0.504741456,0.320259149,2.165324685,-23.68878107,-23.68878107,-23.68878107
73,73,0.366158715,0.251849202,2.410300514,-24.24672224,-24.24672224,-24.24672224
74,74,0.132138965,1.028234849,1.735786498,-23.84557478,-23.84557478,-23.84557478
75,75,0.184582816,0.982632407,1.875683604,-23.86826728,-23.86826728,-23.86826728
76,76,0.183208751,1.258387564,1.778503476,-23.89150125,-23.89150125,-23.89150125
77,77,0.248771284,1.032329325,2.558003609,-24.11151878,-24.11151878,-24.11151878
78,78,-0.362216334,0.779375753,2.90401413,-24.40121411,-24.40121411,-24.40121411
79,79,0.628895808,0.321489158,3.488841444,-24.70815946,-24.70815946,-24.70815946
80,80,0.135483828,0.173879344,3.228916357,-24.27183106,-24.27183106,-24.27183106
81,81,0.756419009,-0.090951037,3.706039489,-24.38327089,-24.38327089,-24.38327089
82,82,0.705069864,1.046722078,2.559153425,-24.53973757,-24.53973757,-24.53973757
83,83,-0.109786183,1.203101434,2.175093367,-24.3454925,-24.3454925,-24.3454925
84,84,0.535392864,0.137336222,3.356766848,-24.69640233,-24.69640233,-24.69640233
85,85,1.025253559,-0.480349044,3.630167291,-24.81399862,-24.81399862,-24.81399862
86,86,0.304094751,-0.292673006,3.522938544,-25.20399114,-25.20399114,-25.20399114
87,87,0.96281339,0.591713195,2.918319013,-25.38713926,-25.38713926,-25.38713926
88,88,-0.47313759,1.460263354,2.694757401,-25.54307011,-25.54307011,-25.54307011
89,89,-0.641827644,0.765604494,3.239387114,-25.6133887,-25.6133887,-25.6133887
90,90,0.574324606,0.279275062,3.424893888,-25.40490694,-25.40490694,-25.40490694
91,91,0.736422405,0.992302594,3.149030523,-25.86002155,-25.86002155,-25.86002155
92,92,-0.06733202,0.205742127,3.926202905,-25.940561,-25.940561,-25.940561
93,93,-0.249146273,1.465100954,3.055157805,-25.70506734,-25.70506734,-25.70506734
94,94,0.729918116,2.113208441,2.678689497,-25.82334323,-25.82334323,-25.82334323
95,95,0.664883404,1.653421295,3.121096228,-26.11583728,-26.11583728,-26.11583728
96,96,0.241343794,1.347379383,3.336464705,-25.6954223,-25.6954223,-25.6954223
97,97,1.102570783,-0.060259939,4.419682646,-25.85142792,-25.85142792,-25.85142792
98,98,0.675745075,-0.074128348,3.974127721,-25.62865158,-25.62865158,-25.62865158
99,99,1.114606101,0.454989437,3.41103236,-25.46735183,-25.46735183,-25.46735183
100,100,0.774788712,0.795754311,3.591794477,-25.28833327,-25.28833327,-25.28833327
101,101,0.590988312,0.693082042,3.058938863,-25.08484513,-25.08484513,-25.08484513
102,102,-0.190265856,0.742034118,2.743870936,-24.52167655,-24.52167655,-24.52167655
103,103,0.471644486,1.691052912,2.154947638,-24.59361622,-24.59361622,-24.59361622
104,104,-0.168131965,-0.434889516,3.954820882,-24.29718746,-24.29718746,-24.29718746
105,105,1.064655668,0.575065203,3.321578139,-24.50699146,-24.50699146,-24.50699146
106,106,0.57525215,1.176615893,3.059822744,-24.24276579,-24.24276579,-24.24276579
107,107,1.153068381,1.112692783,3.116209684,-24.17492767,-24.17492767,-24.17492767
108,108,0.998354585,0.811579056,3.004263932,-24.33153032,-24.33153032,-24.33153032
109,109,0.851032545,0.154459719,3.069546295,-24.38078133,-24.38078133,-24.38078133
110,110,0.739623192,0.055227307,3.086330634,-24.5727914,-24.5727914,-24.5727914
111,111,0.897600773,0.166264173,3.002601385,-24.75567453,-24.75567453,-24.75567453
112,112,0.310285964,0.942774824,2.303928368,-24.39731082,-24.39731082,-24.39731082
113,113,-0.086854775,0.431511663,2.623649422,-24.38230718,-24.38230718,-24.38230718
114,114,0.332766348,-0.310158906,2.822933158,-24.21279782,-24.21279782,-24.21279782
115,115,0.754691036,0.056272718,3.014956425,-24.52324715,-24.52324715,-24.52324715
116,116,1.001168342,0.41664434,3.121782723,-24.75502223,-24.75502223,-24.75502223
117,117,1.037603756,1.446819526,2.788848986,-24.86698047,-24.86698047,-24.86698047
118,118,0.871367425,1.815402305,2.674298072,-24.76020775,-24.76020775,-24.76020775
119,119,0.249909165,1.432854308,3.467291445,-24.82169755,-24.82169755,-24.82169755
120,120,0.602030706,1.415457014,3.502376808,-24.73335975,-24.73335975,-24.73335975
121,121,0.313468349,1.852723648,2.82620896,-24.55968757,-24.55968757,-24.55968757
122,122,0.704387351,1.841094616,2.766657182,-24.27159041,-24.27159041,-24.27159041
123,123,-0.27783098,1.425495528,3.472661527,-24.50767642,-24.50767642,-24.50767642
124,124,0.044986878,0.489398753,3.851280281,-24.43440073,-24.43440073,-24.43440073
125,125,0.359801062,1.081041759,3.930250558,-24.77949236,-24.77949236,-24.77949236
126,126,0.440655377,-0.045048708,5.042384171,-24.80375329,-24.80375329,-24.80375329
127,127,-0.39151364,0.775484551,4.107930845,-24.613573,-24.613573,-24.613573
128,128,0.100998055,1.569282525,3.758521075,-24.39290014,-24.39290014,-24.39290014
129,129,0.64855257,1.094020165,4.685986427,-24.59713638,-24.59713638,-24.59713638
130,130,0.050196916,1.585055854,3.847215415,-24.62336457,-24.62336457,-24.62336457
131,131,0.315712842,1.826044137,3.797038572,-25.10904145,-25.10904145,-25.10904145
132,132,0.310968576,1.213444297,4.727981922,-25.25636792,-25.25636792,-25.25636792
133,133,1.375202115,0.971034046,4.594187566,-24.7550091,-24.7550091,-24.7550091
134,134,1.450269315,1.773914047,4.290929467,-25.23386791,-25.23386791,-25.23386791
135,135,1.12155594,2.603611545,3.855403003,-24.99067363,-24.99067363,-24.99067363
136,136,0.649515356,1.459643867,4.44956034,-24.88032837,-24.88032837,-24.88032837
137,137,0.521744679,1.981193391,4.005179911,-25.21913867,-25.21913867,-25.21913867
138,138,-0.197655837,2.194279214,3.779434536,-25.10277325,-25.10277325,-25.10277325
139,139,-0.001744154,1.688642576,4.242496518,-25.09705508,-25.09705508,-25.09705508
140,140,-0.792694164,2.44153305,4.006067423,-24.93688314,-24.93688314,-24.93688314
141,141,0.109451161,1.621492626,4.206000376,-24.45982046,-24.45982046,-24.45982046
142,142,0.640548254,1.038187219,4.411485264,-24.45613064,-24.45613064,-24.45613064
143,143,1.464887624,1.20575517,4.328728755,-24.83121403,-24.83121403,-24.83121403
144,144,-0.006279634,1.264700185,3.975300301,-24.76025711,-24.76025711,-24.76025711
145,145,-0.344583952,1.168489169,3.896668106,-24.32784672,-24.32784672,-24.32784672
146,146,-0.228617245,1.374166061,3.68540813,-24.09465234,-24.09465234,-24.09465234
147,147,-0.171425171,1.008540496,3.400124881,-24.12585719,-24.12585719,-24.12585719
148,148,-1.30331391,1.309128736,3.232409119,-24.25775283,-24.25775283,-24.25775283
149,149,-1.284525078,2.306208038,2.368873353,-23.97226584,-23.97226584,-23.97226584
150,150,0.404501152,3.539195177,1.553106621,-24.14219047,-24.14219047,-24.14219047
151,151,-0.024917396,3.330029802,1.913098545,-24.08955509,-24.08955509,-24.08955509
152,152,-0.705801018,2.90209363,2.235773307,-24.18436433,-24.18436433,-24.18436433
153,153,0.27796048,1.423720373,3.659441643,-24.19005487,-24.19005487,-24.19005487
154,154,0.216777348,1.024532774,3.695326986,-24.36680804,-24.36680804,-24.36680804
155,155,-0.248532143,1.113818071,3.044619189,-24.13380863,-24.13380863,-24.13380863
156,156,1.61570118,1.228063776,3.421025954,-24.23461214,-24.23461214,-24.23461214
157,157,0.529397928,1.570295585,2.804933975,-24.07394108,-24.07394108,-24.07394108
158,158,0.545355682,0.879586257,3.22383659,-23.7152277,-23.7152277,-23.7152277
159,159,0.849132395,1.089598993,3.154102262,-24.22418536,-24.22418536,-24.22418536
160,160,0.212422096,1.657562587,2.963792065,-24.05612833,-24.05612833,-24.05612833
161,161,0.442655704,0.895141366,3.452263355,-24.22676024,-24.22676024,-24.22676024
162,162,0.602293112,1.862447119,2.619276414,-23.53761135,-23.53761135,-23.53761135
163,163,-0.388147575,1.787411674,3.004963544,-23.79362316,-23.79362316,-23.79362316
164,164,0.767721146,1.489446817,3.299344496,-23.74804551,-23.74804551,-23.74804551
165,165,1.516297358,0.160802126,4.179978638,-23.73131204,-23.73131204,-23.73131204
166,166,0.485628777,1.164548573,3.685731696,-23.82704373,-23.82704373,-23.82704373
167,167,0.822441267,1.526705004,3.347177624,-24.02792383,-24.02792383,-24.02792383
168,168,-0.266645007,0.773885633,4.198816874,-24.43531467,-24.43531467,-24.43531467
169,169,0.602674287,0.68937436,3.773769443,-24.47239472,-24.47239472,-24.47239472
170,170,-0.252366585,0.813072522,3.33580794,-24.31147356,-24.31147356,-24.31147356
171,171,0.66260453,1.874758911,2.837240081,-24.85938505,-24.85938505,-24.85938505
172,172,-0.071117889,2.049529142,2.320233467,-24.4986389,-24.4986389,-24.4986389
173,173,-0.069865317,1.696602356,2.66555269,-24.21153519,-24.21153519,-24.21153519
174,174,0.333204746,1.206888626,2.859409425,-24.16656428,-24.16656428,-24.16656428
175,175,-0.104067236,1.689858186,2.708242235,-24.33388877,-24.33388877,-24.33388877
176,176,0.043669595,1.602099978,2.565167869,-24.69023205,-24.69023205,-24.69023205
177,177,0.668688382,1.928044487,2.736758476,-24.62781248,-24.62781248,-24.62781248
178,178,-1.523776246,2.185125429,2.146494281,-24.38115078,-24.38115078,-24.38115078
179,179,-0.688934975,1.838275747,2.351492672,-24.26577944,-24.26577944,-24.26577944
180,180,-0.782152577,1.687407291,1.920932183,-24.11781289,-24.11781289,-24.11781289
181,181,0.092976488,1.093963346,2.293536876,-24.04117979,-24.04117979,-24.04117979
182,182,0.255876533,0.149346089,3.025427199,-24.00083227,-24.00083227,-24.00083227
183,183,-0.340608785,0.801612564,2.525789549,-24.10925161,-24.10925161,-24.10925161
184,184,0.285931255,1.652067931,2.195478006,-24.18314734,-24.18314734,-24.18314734
185,185,0.593107902,0.999623606,2.868925299,-24.49078012,-24.49078012,-24.49078012
186,186,-0.812448365,1.008904469,2.937258415,-24.24005518,-24.24005518,-24.24005518
187,187,-0.806327331,2.449120113,1.588821868,-24.3510085,-24.3510085,-24.3510085
188,188,-0.378420641,2.054678635,2.038531222,-23.9508072,-23.9508072,-23.9508072
189,189,-1.001889345,2.8514324,1.189706802,-23.47986685,-23.47986685,-23.47986685
190,190,-0.845351986,1.759762699,2.244051324,-23.1257309,-23.1257309,-23.1257309
191,191,-0.064689202,0.497130259,2.930862722,-22.81420938,-22.81420938,-22.81420938
192,192,1.748252891,-0.245685453,3.188123648,-22.83073119,-22.83073119,-22.83073119
193,193,1.18816515,0.847753816,2.330494235,-22.79846147,-22.79846147,-22.79846147
194,194,0.641423867,1.186885038,2.059019551,-23.06285956,-23.06285956,-23.06285956
195,195,0.062929062,1.324899141,2.035026842,-23.16483097,-23.16483097,-23.16483097
196,196,0.444640894,0.043880508,2.693106466,-23.29802749,-23.29802749,-23.29802749
197,197,0.412330731,0.016745649,2.730435143,-23.27112165,-23.27112165,-23.27112165
198,198,0.518116781,0.747223441,2.164956167,-23.63718413,-23.63718413,-23.63718413
199,199,-0.285795171,0.291894029,2.450498207,-23.7751877,-23.7751877,-23.7751877
200,200,0.918154886,0.770522428,1.794957055,-23.59240171,-23.59240171,-23.59240171
201,201,0.360263951,0.498496605,1.940844605,-23.47767537,-23.47767537,-23.47767537
202,202,-0.493007553,-0.132177185,2.475985903,-23.31518015,-23.31518015,-23.31518015
203,203,0.173622529,0.007891651,2.924581775,-23.80084753,-23.80084753,-23.80084753
204,204,0.131101832,-0.210426779,3.215421067,-23.80000623,-23.80000623,-23.80000623
205,205,-0.303057709,1.053805793,2.294711636,-23.67870108,-23.67870108,-23.67870108
206,206,0.171836407,1.340656402,1.983319257,-23.90515454,-23.90515454,-23.90515454
207,207,-0.457053457,1.673353654,2.017515327,-23.93530493,-23.93530493,-23.93530493
208,208,-1.070235023,0.571737715,2.681661892,-23.85270947,-23.85270947,-23.85270947
209,209,-0.266722858,1.407461406,2.252071183,-23.77182776,-23.77182776,-23.77182776
210,210,0.75844184,1.558305813,2.50994504,-23.56312528,-23.56312528,-23.56312528
211,211,0.19130555,1.713516413,2.51233515,-23.53828792,-23.53828792,-23.53828792
212,212,-0.355695083,1.971570215,2.163806501,-23.76502846,-23.76502846,-23.76502846
213,213,-0.604685845,2.326428944,1.917706281,-23.9290764,-23.9290764,-23.9290764
214,214,-0.671973775,1.097790091,2.807049346,-23.9834556,-23.9834556,-23.9834556
215,215,0.544918482,0.822270685,2.864629194,-23.99056835,-23.99056835,-23.99056835
216,216,0.18452656,0.569211961,3.163606136,-23.59138154,-23.59138154,-23.59138154
217,217,-0.126963878,1.4051264,2.454120679,-23.11453759,-23.11453759,-23.11453759
218,218,0.924033973,1.303721016,2.857084851,-23.12692223,-23.12692223,-23.12692223
219,219,0.923925885,1.851556826,2.734813385,-22.71302647,-22.71302647,-22.71302647
220,220,1.464714126,0.987728976,3.330562399,-22.99247112,-22.99247112,-22.99247112
221,221,0.493362464,1.757124098,2.589482496,-22.96377236,-22.96377236,-22.96377236
222,222,-0.311625396,2.055177054,2.274638566,-22.84715766,-22.84715766,-22.84715766
223,223,-0.019951852,1.920864804,2.435931051,-22.56348186,-22.56348186,-22.56348186
224,224,-0.152317696,2.089521205,2.29946738,-22.89469127,-22.89469127,-22.89469127
225,225,-2.068441193,1.554811637,2.63753241,-22.53224766,-22.53224766,-22.53224766
226,226,-0.263585319,0.782843437,3.204878725,-22.83832747,-22.83832747,-22.83832747
227,227,0.239284099,1.48389409,2.37538088,-23.14104529,-23.14104529,-23.14104529
228,228,-0.051575546,2.255228639,1.614975264,-22.92630579,-22.92630579,-22.92630579
229,229,-0.371407835,1.359772484,2.190417043,-23.09394691,-23.09394691,-23.09394691
230,230,0.576207243,1.586217143,2.098072855,-23.17712914,-23.17712914,-23.17712914
231,231,0.777240954,1.33900922,2.228660478,-23.21881379,-23.21881379,-23.21881379
232,232,0.97880723,-0.128432742,3.070822959,-23.34705985,-23.34705985,-23.34705985
233,233,-0.097967183,0.208644476,2.978873325,-22.78915544,-22.78915544,-22.78915544
234,234,0.415736413,0.021251648,3.394808567,-23.11682643,-23.11682643,-23.11682643
235,235,0.29082156,-0.181018624,3.570435594,-23.28667892,-23.28667892,-23.28667892
236,236,0.245036127,1.154548522,2.92365886,-23.70450595,-23.70450595,-23.70450595
237,237,-0.355846559,1.383484022,2.523539752,-23.68781409,-23.68781409,-23.68781409
238,238,-0.392989313,0.654730287,2.645992001,-23.78590761,-23.78590761,-23.78590761
239,239,1.015207767,1.237725912,2.591402778,-24.35173918,-24.35173918,-24.35173918
240,240,0.317049617,1.342901562,2.095244514,-24.18853181,-24.18853181,-24.18853181
241,241,0.653788595,0.665298329,2.755981044,-24.13714429,-24.13714429,-24.13714429
242,242,0.613130965,0.575456236,2.60780869,-24.28789779,-24.28789779,-24.28789779
243,243,0.916755941,1.275438042,2.019134979,-24.36554887,-24.36554887,-24.36554887
244,244,0.165412721,1.361074658,2.128223626,-24.33745561,-24.33745561,-24.33745561
245,245,0.297066191,0.641291411,2.511603142,-24.247178,-24.247178,-24.247178
246,246,0.009294488,0.655598369,2.533216982,-24.69757387,-24.69757387,-24.69757387
247,247,0.288545804,0.315051824,2.313069711,-24.24976457,-24.24976457,-24.24976457
248,248,1.119815405,0.41624026,2.291148297,-24.58836874,-24.58836874,-24.58836874
249,249,0.305015783,2.062073809,1.590236969,-24.86904256,-24.86904256,-24.86904256
250,250,0.759442687,2.154094283,1.528283494,-25.20265124,-25.20265124,-25.20265124
251,251,-0.309011239,2.608681636,1.211820927,-25.05554324,-25.05554324,-25.05554324
252,252,0.09870455,2.880234902,0.842264242,-25.0771262,-25.0771262,-25.0771262
253,253,-0.454358706,1.423401476,2.409430769,-24.92286698,-24.92286698,-24.92286698
254,254,0.982231499,0.365203653,2.889495247,-24.60402239,-24.60402239,-24.60402239
255,255,0.827437323,0.69157935,2.822519628,-24.4829225,-24.4829225,-24.4829225
256,256,1.179355585,0.01133179,3.230738421,-24.23606167,-24.23606167,-24.23606167
257,257,0.095554448,0.528241393,2.577749338,-24.13497941,-24.13497941,-24.13497941
258,258,-0.114040259,0.577253272,2.409335444,-24.16336016,-24.16336016,-24.16336016
259,259,0.028160184,-0.247172671,2.856919623,-23.86368957,-23.86368957,-23.86368957
260,260,0.076017161,0.590470324,2.295933987,-24.14551325,-24.14551325,-24.14551325
261,261,0.351341635,0.279311806,2.268715321,-23.81213649,-23.81213649,-23.81213649
262,262,0.377776123,0.26260114,2.192687152,-24.07785366,-24.07785366,-24.07785366
263,263,0.56267803,0.593627663,2.093689429,-24.49093612,-24.49093612,-24.49093612
264,264,1.040007529,-0.58928663,3.071322322,-23.97804682,-23.97804682,-23.97804682
265,265,1.145779517,-0.750632471,2.866050164,-24.06092626,-24.06092626,-24.06092626
266,266,0.400791213,-0.852580308,2.555979902,-23.80149719,-23.80149719,-23.80149719
267,267,-0.540747248,0.006609032,1.782456821,-23.54807089,-23.54807089,-23.54807089
268,268,1.003099861,0.487817382,1.627816344,-23.66293133,-23.66293133,-23.66293133
269,269,0.84712898,0.17883527,2.06684149,-23.88348036,-23.88348036,-23.88348036
270,270,0.911217753,-0.469250376,2.727242981,-23.53692171,-23.53692171,-23.53692171
271,271,0.797937712,0.056236791,2.033606557,-23.90069064,-23.90069064,-23.90069064
272,272,0.163889854,0.978394838,1.222386419,-23.51297585,-23.51297585,-23.51297585
273,273,0.402283363,0.671623254,1.767751751,-23.48257892,-23.48257892,-23.48257892
274,274,0.07696069,0.360726887,2.211119785,-23.34321232,-23.34321232,-23.34321232
275,275,0.280059886,0.759040537,1.553462555,-23.15480836,-23.15480836,-23.15480836
276,276,0.021942044,0.777460287,1.340521867,-23.08829914,-23.08829914,-23.08829914
277,277,-1.312119893,1.438266244,0.330912212,-22.57766755,-22.57766755,-22.57766755
278,278,0.14461465,1.459192354,0.253991049,-22.25477611,-22.25477611,-22.25477611
279,279,0.239446292,0.542912397,0.831829571,-22.23126213,-22.23126213,-22.23126213
280,280,1.042836761,-0.913651875,1.826347607,-22.61531325,-22.61531325,-22.61531325
281,281,-0.148971532,-0.631545004,1.534562443,-22.69732091,-22.69732091,-22.69732091
282,282,0.148363046,1.129952155,0.253378807,-22.89786828,-22.89786828,-22.89786828
283,283,-0.185191305,1.519663494,0.355964882,-23.00016339,-23.00016339,-23.00016339
284,284,-1.172212479,0.563319192,1.065947726,-22.87017952,-22.87017952,-22.87017952
285,285,-0.122765191,0.662712792,1.094506,-23.44649104,-23.44649104,-23.44649104
286,286,0.019793367,0.663914233,1.175304904,-23.62377753,-23.62377753,-23.62377753
287,287,-0.013391508,0.987062426,0.775606319,-23.57663171,-23.57663171,-23.57663171
288,288,0.48864828,0.601980747,1.431020563,-23.97670744,-23.97670744,-23.97670744
289,289,0.242214588,0.210996629,1.600859694,-24.03138344,-24.03138344,-24.03138344
290,290,0.045732606,0.382760994,1.556908125,-24.26186159,-24.26186159,-24.26186159
291,291,0.206131012,-0.034211309,2.054381865,-24.1423881,-24.1423881,-24.1423881
292,292,0.996017024,-0.105386069,2.007372018,-23.91500288,-23.91500288,-23.91500288
293,293,-0.499665668,0.086511007,1.839052642,-24.09831093,-24.09831093,-24.09831093
294,294,0.216822183,0.717326241,1.430970755,-24.08235012,-24.08235012,-24.08235012
295,295,0.55005523,2.162873209,0.435736447,-24.28959846,-24.28959846,-24.28959846
296,296,-0.006241056,0.650925861,1.307051504,-24.38649432,-24.38649432,-24.38649432
297,297,0.701920944,-0.044396199,1.574991155,-24.21829055,-24.21829055,-24.21829055
298,298,1.524815304,1.011213548,1.141660972,-24.39654703,-24.39654703,-24.39654703
299,299,0.4737016,0.451531285,1.44080536,-24.5959759,-24.5959759,-24.5959759
300,300,-0.553967006,0.503830896,1.546593897,-24.33824657,-24.33824657,-24.33824657
301,301,0.341742286,0.328937335,1.849762221,-24.39981764,-24.39981764,-24.39981764
302,302,-0.342608134,1.39888503,1.140953242,-24.29147654,-24.29147654,-24.29147654
303,303,0.350137473,0.807678186,1.64687655,-24.32579413,-24.32579413,-24.32579413
304,304,0.094086942,0.659260512,2.046532395,-24.64237793,-24.64237793,-24.64237793
305,305,0.023111683,1.459207289,1.175264851,-24.91488495,-24.91488495,-24.91488495
306,306,-0.243355271,1.735626778,0.575114705,-24.88644314,-24.88644314,-24.88644314
307,307,-0.886241955,2.030033739,0.645482405,-25.0195414,-25.0195414,-25.0195414
308,308,0.358364638,2.304457592,0.387434986,-25.11823975,-25.11823975,-25.11823975
309,309,0.214238214,1.389553911,1.219331794,-25.36899101,-25.36899101,-25.36899101
310,310,0.884602584,0.213056879,2.502186397,-25.18242506,-25.18242506,-25.18242506
311,311,0.226342864,0.346067167,2.208269843,-24.93565071,-24.93565071,-24.93565071
312,312,1.031110624,0.433348597,2.591971764,-25.15446899,-25.15446899,-25.15446899
313,313,0.006252741,-0.079626603,2.766402243,-24.90080548,-24.90080548,-24.90080548
314,314,0.292939577,0.548451671,2.563006069,-25.18868763,-25.18868763,-25.18868763
315,315,1.198967864,-0.179467539,3.117670228,-25.12403872,-25.12403872,-25.12403872
316,316,-0.079130055,0.666629469,2.448728414,-25.14208712,-25.14208712,-25.14208712
317,317,0.098346054,1.896897853,1.574722998,-25.21782664,-25.21782664,-25.21782664
318,318,0.57349381,1.648330618,1.466058587,-24.9159561,-24.9159561,-24.9159561
319,319,-0.321516787,0.403859612,2.344511416,-24.69518662,-24.69518662,-24.69518662
320,320,0.103450809,0.991715792,1.997948917,-24.7700323,-24.7700323,-24.7700323
321,321,-0.581432543,1.315573838,1.941002933,-24.72376043,-24.72376043,-24.72376043
