date,date,ygrowth,infl,r,logcy4,logcy4,logcy4
632,632,0.178914645,1.425468073,3.988140875,-25.07438333,-25.07438333,-25.07438333
633,633,0.544396145,0.099523883,4.801727585,-24.94068778,-24.94068778,-24.94068778
634,634,-0.063693658,-0.57876,5.097982506,-24.54520069,-24.54520069,-24.54520069
635,635,0.096080739,0.593692506,4.210227774,-24.77850873,-24.77850873,-24.77850873
636,636,0.523473734,0.867032074,4.048868658,-24.8568161,-24.8568161,-24.8568161
637,637,0.13199701,1.504183237,3.099228726,-24.51062693,-24.51062693,-24.51062693
638,638,1.212731763,1.103666634,3.679297594,-24.57420866,-24.57420866,-24.57420866
639,639,1.552466988,1.322687139,3.262242741,-24.38674203,-24.38674203,-24.38674203
640,640,1.382932049,0.459158705,4.066892294,-24.7700116,-24.7700116,-24.7700116
641,641,0.496922739,0.41427114,3.465363873,-24.59413393,-24.59413393,-24.59413393
642,642,0.120592543,1.305550309,2.625413541,-24.23123775,-24.23123775,-24.23123775
643,643,1.112775312,1.121408226,2.864504105,-23.84524325,-23.84524325,-23.84524325
644,644,1.41294125,0.78417881,3.101930629,-23.66907642,-23.66907642,-23.66907642
645,645,-0.08776641,0.756829672,3.010870913,-23.17083886,-23.17083886,-23.17083886
646,646,1.588059388,1.061980712,2.762064771,-23.39737808,-23.39737808,-23.39737808
647,647,0.213732767,0.64444627,3.152301086,-23.68919361,-23.68919361,-23.68919361
648,648,0.753494316,0.124864417,3.237298214,-23.81880543,-23.81880543,-23.81880543
649,649,0.59853492,0.369509483,2.878489719,-24.06682079,-24.06682079,-24.06682079
650,650,0.43433608,0.289968625,2.539181372,-23.73041993,-23.73041993,-23.73041993
651,651,1.081566011,0.813162055,2.044305786,-23.898937,-23.898937,-23.898937
652,652,1.203984863,0.324260056,2.300749345,-23.83557609,-23.83557609,-23.83557609
653,653,-0.386528754,0.76826809,1.635334811,-23.59068248,-23.59068248,-23.59068248
654,654,-0.182349076,0.608938339,1.837574484,-23.57006796,-23.57006796,-23.57006796
655,655,0.400940609,0.350725497,2.137631658,-23.6048053,-23.6048053,-23.6048053
656,656,-0.164543576,-0.064833367,2.615456846,-23.30101283,-23.30101283,-23.30101283
657,657,0.869800982,0.313494126,2.269595683,-23.23181966,-23.23181966,-23.23181966
658,658,-0.565872626,0.707686039,2.000766891,-23.3735478,-23.3735478,-23.3735478
659,659,1.080841242,0.504779872,2.275323308,-23.50718575,-23.50718575,-23.50718575
660,660,0.953574242,0.977042025,2.216210076,-23.70042585,-23.70042585,-23.70042585
661,661,-0.786406373,0.484829772,2.181790996,-23.61408639,-23.61408639,-23.61408639
662,662,0.728550239,0.560388557,2.339216913,-23.17507808,-23.17507808,-23.17507808
663,663,0.204582348,0.328907235,2.470162621,-23.50522565,-23.50522565,-23.50522565
664,664,0.338490362,0.250270296,2.311206134,-23.52174956,-23.52174956,-23.52174956
665,665,0.711603367,0.749575191,2.257968302,-23.43063405,-23.43063405,-23.43063405
666,666,0.28903388,1.567301876,2.128686697,-23.85804859,-23.85804859,-23.85804859
667,667,-1.097100156,1.675434082,2.039962529,-23.56240293,-23.56240293,-23.56240293
668,668,-0.043299497,2.136079966,1.512525595,-23.89410903,-23.89410903,-23.89410903
669,669,1.031664751,1.476313062,2.279587106,-23.85377002,-23.85377002,-23.85377002
670,670,-0.249766767,2.124854995,1.574000612,-23.7561216,-23.7561216,-23.7561216
671,671,0.683505257,1.521045376,2.12036738,-24.21230428,-24.21230428,-24.21230428
672,672,0.397398488,0.805758014,2.759281876,-24.08981845,-24.08981845,-24.08981845
673,673,-0.091709367,0.526047278,3.112278968,-24.36967771,-24.36967771,-24.36967771
674,674,0.530258927,1.080124609,2.46112654,-24.75990446,-24.75990446,-24.75990446
675,675,0.503167262,0.882734657,2.330283358,-24.59905884,-24.59905884,-24.59905884
676,676,0.224917549,0.642742126,2.795060821,-24.73647958,-24.73647958,-24.73647958
677,677,-0.060849753,0.61295228,2.51890192,-24.59909857,-24.59909857,-24.59909857
678,678,0.210685289,0.570316438,2.277827451,-24.38806202,-24.38806202,-24.38806202
679,679,-0.509616371,0.421698201,2.123066453,-24.2849262,-24.2849262,-24.2849262
680,680,1.376367286,-0.586501052,3.034331764,-24.64312596,-24.64312596,-24.64312596
681,681,0.380229362,-1.209669751,3.562172835,-24.68792636,-24.68792636,-24.68792636
682,682,1.485790342,-0.568860331,3.06595288,-24.7584919,-24.7584919,-24.7584919
683,683,1.0961622,-0.867615564,2.846872617,-24.47936354,-24.47936354,-24.47936354
684,684,1.303454154,-0.756226975,2.457045921,-24.26424336,-24.26424336,-24.26424336
685,685,1.786623972,-0.408758317,2.502659061,-24.72441088,-24.72441088,-24.72441088
686,686,1.147538142,-0.843259256,2.842044449,-24.6225806,-24.6225806,-24.6225806
687,687,0.365124426,-0.913749503,3.496905575,-24.98481529,-24.98481529,-24.98481529
688,688,1.011441954,-0.714772229,2.984473255,-25.2691353,-25.2691353,-25.2691353
689,689,0.311039847,-0.096179073,2.729755056,-25.34245196,-25.34245196,-25.34245196
690,690,0.700824256,0.804199094,2.001621739,-24.83045627,-24.83045627,-24.83045627
691,691,-0.793768757,0.833686551,1.631244503,-24.47377796,-24.47377796,-24.47377796
692,692,-0.453466317,1.561945957,1.016643515,-24.87033904,-24.87033904,-24.87033904
693,693,0.08224366,1.333548493,0.993621892,-24.65326816,-24.65326816,-24.65326816
694,694,-0.124128509,1.901543662,0.315237863,-24.53533081,-24.53533081,-24.53533081
695,695,0.18046188,1.399173992,0.614653429,-24.56294378,-24.56294378,-24.56294378
696,696,0.607913457,1.481139654,0.880165984,-24.65286071,-24.65286071,-24.65286071
697,697,0.42075719,0.829735356,1.550895778,-24.71816621,-24.71816621,-24.71816621
698,698,0.180894147,1.339852289,1.134491702,-24.67951054,-24.67951054,-24.67951054
699,699,-0.251174468,0.259653253,1.87079508,-24.84930496,-24.84930496,-24.84930496
700,700,1.218882035,0.440654564,1.209230208,-24.48372445,-24.48372445,-24.48372445
701,701,0.566280114,-0.371273553,1.971857382,-24.10169584,-24.10169584,-24.10169584
702,702,1.476881601,-0.832358395,2.33216856,-24.43159716,-24.43159716,-24.43159716
703,703,1.033125766,0.248994534,1.430276208,-24.51405264,-24.51405264,-24.51405264
704,704,-0.064710699,-0.970457811,2.42688785,-24.31389809,-24.31389809,-24.31389809
705,705,1.313484566,-0.220176665,1.987216925,-23.69126373,-23.69126373,-23.69126373
706,706,1.074158268,0.026183764,1.774314941,-24.07537908,-24.07537908,-24.07537908
707,707,0.872313576,-0.435362388,1.91452619,-23.99495327,-23.99495327,-23.99495327
708,708,0.832854566,-0.574054404,2.188361761,-24.13116336,-24.13116336,-24.13116336
709,709,1.239753438,-2.195996466,3.626865698,-24.25492304,-24.25492304,-24.25492304
710,710,0.219549062,-1.328772933,2.59380846,-24.18988869,-24.18988869,-24.18988869
711,711,0.021374218,-1.015460314,2.443666575,-24.13551413,-24.13551413,-24.13551413
712,712,1.524898371,-0.205776646,1.915365664,-24.16744245,-24.16744245,-24.16744245
713,713,0.499621495,0.371276961,1.335870962,-23.94761297,-23.94761297,-23.94761297
714,714,0.247781526,0.63275212,1.161212902,-23.92141951,-23.92141951,-23.92141951
715,715,-0.14364653,0.279736443,1.599450212,-23.61615575,-23.61615575,-23.61615575
716,716,0.353491476,1.147847044,1.390968076,-23.85840604,-23.85840604,-23.85840604
717,717,0.352573501,1.155991685,0.922351871,-23.76880346,-23.76880346,-23.76880346
718,718,-0.839465446,-0.303753561,1.500560451,-22.82757501,-22.82757501,-22.82757501
719,719,1.133694928,0.537865597,0.712315996,-22.58474266,-22.58474266,-22.58474266
720,720,0.915062547,-0.063544319,1.693336205,-23.33533365,-23.33533365,-23.33533365
721,721,0.257928576,0.310404775,1.776644792,-23.56115755,-23.56115755,-23.56115755
722,722,1.872282304,-0.4290648,2.392094536,-23.90500769,-23.90500769,-23.90500769
723,723,2.162324289,0.019935768,2.175971974,-23.9527289,-23.9527289,-23.9527289
724,724,0.316028458,-0.056202018,1.912519696,-24.02139947,-24.02139947,-24.02139947
725,725,-0.318419246,0.290596665,1.406733867,-23.65174677,-23.65174677,-23.65174677
726,726,-0.1617537,-0.567630547,1.676602787,-23.57531965,-23.57531965,-23.57531965
727,727,0.977137539,-0.353582714,1.83385862,-23.79019117,-23.79019117,-23.79019117
728,728,1.332934173,-0.494427478,1.720099263,-23.58227384,-23.58227384,-23.58227384
729,729,0.991330741,-0.518479933,1.58443008,-23.35892588,-23.35892588,-23.35892588
730,730,2.822701043,-1.363256808,2.373406211,-23.75331396,-23.75331396,-23.75331396
731,731,1.031256391,-1.192167525,1.894747619,-23.71649917,-23.71649917,-23.71649917
732,732,1.212705508,-0.305645626,1.434336227,-23.88053905,-23.88053905,-23.88053905
733,733,1.019432299,-1.195266743,2.205768121,-24.08565065,-24.08565065,-24.08565065
734,734,1.395473496,-0.648182297,2.097770524,-24.17852723,-24.17852723,-24.17852723
735,735,0.274668618,-0.903332456,2.041500355,-23.86429078,-23.86429078,-23.86429078
736,736,-0.715826233,-0.236254538,1.556283011,-23.72654133,-23.72654133,-23.72654133
737,737,-0.139968863,-0.38308077,1.545421263,-23.49930783,-23.49930783,-23.49930783
738,738,-0.988317182,0.90604417,0.708154776,-23.17521742,-23.17521742,-23.17521742
739,739,0.840210709,1.343697912,0.580486959,-23.73722305,-23.73722305,-23.73722305
740,740,0.443955225,0.170036756,1.94024184,-24.02258785,-24.02258785,-24.02258785
741,741,0.643227574,-0.316945323,2.547549875,-24.61220487,-24.61220487,-24.61220487
742,742,1.413241828,-0.089847977,2.235365739,-24.30223082,-24.30223082,-24.30223082
743,743,-0.278490149,1.361768538,0.82566277,-24.03618555,-24.03618555,-24.03618555
744,744,-0.703919289,1.86781812,0.234713412,-23.86342613,-23.86342613,-23.86342613
745,745,0.476102317,1.957057263,0.255278603,-23.68886751,-23.68886751,-23.68886751
746,746,-0.416165085,0.564201818,1.179551605,-23.57226855,-23.57226855,-23.57226855
747,747,0.301046908,0.047200563,1.080056255,-23.39104925,-23.39104925,-23.39104925
748,748,0.452926504,0.015813836,1.04484618,-23.40431124,-23.40431124,-23.40431124
749,749,0.131055065,0.143594408,0.837461299,-23.21016385,-23.21016385,-23.21016385
750,750,0.958130457,0.23905626,1.253894467,-23.55860084,-23.55860084,-23.55860084
751,751,0.356485316,0.350066473,1.138973648,-23.51552102,-23.51552102,-23.51552102
752,752,-0.783897218,0.775521672,0.648630004,-23.35157325,-23.35157325,-23.35157325
753,753,0.590986306,0.596233572,1.169972494,-23.43178222,-23.43178222,-23.43178222
754,754,1.181752367,0.991611713,1.178311388,-23.67695789,-23.67695789,-23.67695789
755,755,-0.176156393,0.784861458,1.147973339,-23.7485648,-23.7485648,-23.7485648
756,756,0.217389031,1.113966047,1.422959739,-23.83053452,-23.83053452,-23.83053452
757,757,1.746605715,1.223454607,2.268870657,-24.06761472,-24.06761472,-24.06761472
758,758,1.0005493,0.701286463,3.032114156,-24.50621931,-24.50621931,-24.50621931
759,759,-0.054578307,0.745912748,2.437372991,-24.28904904,-24.28904904,-24.28904904
760,760,0.532577553,0.145700469,3.164332545,-24.39245382,-24.39245382,-24.39245382
761,761,0.851309176,1.196321175,2.212608415,-24.98751827,-24.98751827,-24.98751827
762,762,0.670144163,1.342127845,2.092628846,-24.97171466,-24.97171466,-24.97171466
763,763,-0.347697703,1.840597163,1.503975373,-24.91751911,-24.91751911,-24.91751911
764,764,0.249420036,0.810765524,2.308755233,-24.84202579,-24.84202579,-24.84202579
765,765,0.502097824,0.941232301,2.00092107,-24.68879094,-24.68879094,-24.68879094
766,766,1.153633657,0.168105532,2.486083301,-24.51484155,-24.51484155,-24.51484155
767,767,1.345663563,0.543328876,2.216298379,-24.44038046,-24.44038046,-24.44038046
768,768,0.535539961,1.083149303,2.15945166,-24.39384147,-24.39384147,-24.39384147
769,769,1.03650311,1.079443457,2.221615167,-24.23663104,-24.23663104,-24.23663104
770,770,-1.061494074,1.379724804,1.635112514,-24.15473779,-24.15473779,-24.15473779
771,771,-0.487145081,1.821091431,1.391100945,-24.2186293,-24.2186293,-24.2186293
772,772,0.823526898,1.530725114,1.835480948,-24.37464908,-24.37464908,-24.37464908
773,773,0.74895494,1.765900448,2.437301055,-24.48048943,-24.48048943,-24.48048943
774,774,1.123751097,1.220410834,2.921770636,-24.78025255,-24.78025255,-24.78025255
775,775,1.013177228,1.612500681,2.686702982,-24.69678997,-24.69678997,-24.69678997
776,776,0.696777778,1.186355427,2.960848751,-24.72366141,-24.72366141,-24.72366141
777,777,0.276312278,1.38457854,2.612040497,-24.67217761,-24.67217761,-24.67217761
778,778,0.417032874,1.415962716,3.181341191,-24.79458851,-24.79458851,-24.79458851
779,779,0.529987204,1.981054789,2.814480638,-24.75112704,-24.75112704,-24.75112704
780,780,-0.684218435,1.716719432,2.788788811,-24.58291409,-24.58291409,-24.58291409
781,781,-0.066546259,0.498328569,3.072809905,-24.58837155,-24.58837155,-24.58837155
782,782,1.10075663,0.763935194,2.859120966,-24.4968199,-24.4968199,-24.4968199
783,783,-0.039442022,1.080175766,2.445003839,-24.30686158,-24.30686158,-24.30686158
784,784,0.073193106,1.097530254,2.430765538,-24.05307136,-24.05307136,-24.05307136
785,785,-0.350264867,1.974637993,2.078735736,-23.84283738,-23.84283738,-23.84283738
786,786,0.784009985,0.909609926,2.904954767,-24.10237433,-24.10237433,-24.10237433
787,787,0.498351916,0.656032283,3.406957783,-24.21026659,-24.21026659,-24.21026659
788,788,0.271511913,0.764309502,3.107967051,-24.05289441,-24.05289441,-24.05289441
789,789,-0.559351276,1.442465236,2.902064762,-24.00528186,-24.00528186,-24.00528186
790,790,0.520531845,1.273298727,3.557499891,-24.51636826,-24.51636826,-24.51636826
791,791,-0.510787623,0.573980232,3.904487665,-24.0559451,-24.0559451,-24.0559451
792,792,-0.07708092,1.455976249,3.010322177,-24.07175789,-24.07175789,-24.07175789
793,793,0.24436409,0.619778491,3.326817702,-23.87444524,-23.87444524,-23.87444524
794,794,-0.327500696,0.622335853,3.001499909,-24.31714862,-24.31714862,-24.31714862
795,795,-0.157066861,0.184839399,2.765650196,-24.34698977,-24.34698977,-24.34698977
796,796,0.586949558,0.667203151,2.241201666,-24.09440062,-24.09440062,-24.09440062
797,797,0.772491458,1.515533441,1.754192819,-23.94957374,-23.94957374,-23.94957374
798,798,0.580753259,1.511806563,1.663318985,-23.85340938,-23.85340938,-23.85340938
799,799,-0.018759618,0.079153373,2.995862637,-23.74677446,-23.74677446,-23.74677446
800,800,0.138448336,0.268922271,2.987447275,-23.99383029,-23.99383029,-23.99383029
801,801,0.309296442,1.476004691,2.077328206,-24.14840034,-24.14840034,-24.14840034
802,802,0.449494528,1.410718656,2.149436951,-23.76706934,-23.76706934,-23.76706934
803,803,-0.255751237,1.625702724,2.176633,-23.86389664,-23.86389664,-23.86389664
804,804,0.841598167,2.038988455,2.298663817,-24.02808734,-24.02808734,-24.02808734
805,805,0.005996096,1.603928711,2.462636421,-23.70522855,-23.70522855,-23.70522855
806,806,-0.479291574,0.2095937,3.67925321,-23.4629456,-23.4629456,-23.4629456
807,807,-0.407277703,1.169104906,2.603163597,-23.08480656,-23.08480656,-23.08480656
808,808,0.761869323,1.021346351,2.952184003,-23.09457371,-23.09457371,-23.09457371
809,809,1.251879399,0.972955735,3.201919472,-23.64321532,-23.64321532,-23.64321532
810,810,-0.230898403,1.20143441,3.170892794,-23.63131584,-23.63131584,-23.63131584
811,811,0.08259377,0.278858514,3.45124974,-23.51066594,-23.51066594,-23.51066594
812,812,1.170226118,0.343821013,3.954151923,-23.89411758,-23.89411758,-23.89411758
813,813,-0.104707763,0.160105423,3.952020407,-23.99513118,-23.99513118,-23.99513118
814,814,1.58396294,0.737769289,3.386633657,-24.05885129,-24.05885129,-24.05885129
815,815,0.115616112,0.058499042,3.953129593,-23.75738215,-23.75738215,-23.75738215
816,816,0.2057328,0.481681638,3.401249451,-23.46679575,-23.46679575,-23.46679575
817,817,0.158927635,0.740689986,2.842774267,-23.50664696,-23.50664696,-23.50664696
818,818,-0.336954946,0.826296126,2.736362905,-23.84232884,-23.84232884,-23.84232884
819,819,0.023286586,1.909091906,1.857273166,-23.56714773,-23.56714773,-23.56714773
820,820,0.310592827,1.320068054,2.266146376,-23.844368,-23.844368,-23.844368
821,821,0.343142803,0.376775377,2.842650364,-23.96059673,-23.96059673,-23.96059673
822,822,1.328780923,-0.280855733,2.773850189,-23.84377937,-23.84377937,-23.84377937
823,823,0.720867456,0.294008169,2.12184188,-23.4639984,-23.4639984,-23.4639984
824,824,-0.167977513,1.01339046,1.607821342,-23.48438591,-23.48438591,-23.48438591
825,825,-0.006505671,1.193854635,1.363134337,-23.95172315,-23.95172315,-23.95172315
826,826,0.089828352,1.303062405,1.464179233,-23.68305464,-23.68305464,-23.68305464
827,827,0.518221966,1.158516498,1.827473778,-24.0152167,-24.0152167,-24.0152167
828,828,0.198014543,0.988600105,2.055936425,-23.58804349,-23.58804349,-23.58804349
829,829,1.423702198,1.309513024,2.408909579,-23.23439975,-23.23439975,-23.23439975
830,830,1.246567567,0.673376278,2.843592769,-23.73607879,-23.73607879,-23.73607879
831,831,1.438350297,0.800644119,3.014134411,-23.81655355,-23.81655355,-23.81655355
832,832,1.071939022,0.417592789,3.494985347,-24.20093921,-24.20093921,-24.20093921
833,833,0.32118598,-0.152071172,3.954919187,-24.37409234,-24.37409234,-24.37409234
834,834,0.199387035,0.543663516,3.408936139,-24.50917384,-24.50917384,-24.50917384
835,835,0.097703421,0.262179526,3.297224708,-24.36370447,-24.36370447,-24.36370447
836,836,1.045468697,-0.262811796,3.194054187,-24.40773928,-24.40773928,-24.40773928
837,837,0.592367229,-0.586848764,3.34863009,-24.09568693,-24.09568693,-24.09568693
838,838,1.111048547,-0.639329252,3.97659426,-23.67626256,-23.67626256,-23.67626256
839,839,1.123705327,-0.345933481,3.620204855,-23.86784688,-23.86784688,-23.86784688
840,840,0.918942619,-0.004637691,3.485723705,-23.3127713,-23.3127713,-23.3127713
841,841,0.291167193,0.243870491,2.855653915,-23.35583347,-23.35583347,-23.35583347
842,842,-0.394897047,0.474839694,2.520141842,-23.45610945,-23.45610945,-23.45610945
843,843,-0.5554742,1.109368582,2.27897771,-23.42339125,-23.42339125,-23.42339125
844,844,1.035466858,0.641892884,2.945927732,-23.71625909,-23.71625909,-23.71625909
845,845,0.970555473,1.836980552,2.242289131,-24.17546479,-24.17546479,-24.17546479
846,846,-0.896944393,2.360735461,1.619689037,-23.97266133,-23.97266133,-23.97266133
847,847,0.606106315,1.660629274,2.25061402,-24.14613774,-24.14613774,-24.14613774
848,848,-1.105089481,1.686720342,2.089652283,-24.34122584,-24.34122584,-24.34122584
849,849,-0.675817683,1.389137233,2.154659385,-24.28835787,-24.28835787,-24.28835787
850,850,-0.167865196,1.134483991,2.250470874,-23.73108786,-23.73108786,-23.73108786
851,851,0.150160275,1.369686835,1.896775999,-22.97966458,-22.97966458,-22.97966458
852,852,-0.149692775,1.534644639,1.504868423,-23.38838522,-23.38838522,-23.38838522
853,853,-0.52324695,0.814942197,1.833541252,-23.21783017,-23.21783017,-23.21783017
854,854,1.206397778,0.168953244,2.782741617,-23.72513296,-23.72513296,-23.72513296
855,855,2.018686742,0.372269126,2.664636112,-23.67733664,-23.67733664,-23.67733664
856,856,1.269358892,-0.185554843,3.260814221,-23.51687465,-23.51687465,-23.51687465
857,857,1.207529518,0.478415001,3.191661939,-23.93502649,-23.93502649,-23.93502649
858,858,0.571202934,0.965531796,2.328043093,-23.78850495,-23.78850495,-23.78850495
859,859,0.663024674,1.186261983,2.217473366,-23.82111837,-23.82111837,-23.82111837
860,860,0.965616238,0.828116178,2.832082483,-23.87486509,-23.87486509,-23.87486509
861,861,0.50545917,1.381501571,2.382889172,-23.83956924,-23.83956924,-23.83956924
862,862,0.645014897,-0.235773479,3.825094018,-23.56677677,-23.56677677,-23.56677677
863,863,0.744000113,-0.129311862,4.236860693,-23.96028749,-23.96028749,-23.96028749
864,864,-0.080144939,0.427426694,3.372544603,-24.03226401,-24.03226401,-24.03226401
865,865,0.714422481,0.752954668,2.976649061,-23.76726226,-23.76726226,-23.76726226
866,866,-0.253521414,1.091357675,2.279574643,-23.55386383,-23.55386383,-23.55386383
867,867,-0.905413459,1.91842746,1.842276074,-23.68284397,-23.68284397,-23.68284397
868,868,-0.315987514,0.596811764,2.23374155,-23.78952873,-23.78952873,-23.78952873
869,869,0.64609345,-0.187118319,2.956880893,-24.08557088,-24.08557088,-24.08557088
870,870,1.237529826,0.621606577,2.022739788,-23.75912689,-23.75912689,-23.75912689
871,871,0.319520019,0.206956722,2.767114758,-23.9656158,-23.9656158,-23.9656158
872,872,0.315447665,-0.190515295,3.271487984,-23.58040598,-23.58040598,-23.58040598
873,873,0.248563672,-0.031998193,3.013579251,-23.60344354,-23.60344354,-23.60344354
874,874,0.805258988,0.084360637,2.459901439,-23.5297121,-23.5297121,-23.5297121
875,875,0.431688517,0.621263938,2.097196507,-23.86909544,-23.86909544,-23.86909544
876,876,0.79893722,0.76105333,2.18264935,-24.27214075,-24.27214075,-24.27214075
877,877,0.55434678,0.955928384,1.980067535,-23.83819802,-23.83819802,-23.83819802
878,878,0.186263641,0.33379464,2.275790526,-23.89083571,-23.89083571,-23.89083571
879,879,1.562152537,0.209722719,2.507455211,-24.13107025,-24.13107025,-24.13107025
880,880,0.81822734,0.645763537,2.313000049,-24.2202819,-24.2202819,-24.2202819
881,881,0.207562679,-0.317711557,2.89760291,-24.45182538,-24.45182538,-24.45182538
882,882,1.681816324,0.019443449,3.094481064,-23.95670047,-23.95670047,-23.95670047
883,883,0.958193755,-0.64022088,3.382878094,-23.72506096,-23.72506096,-23.72506096
884,884,0.284297692,-0.383679261,2.587908203,-23.56039092,-23.56039092,-23.56039092
885,885,1.686474052,0.728542248,2.093427278,-23.54564301,-23.54564301,-23.54564301
886,886,1.082805004,0.061019798,2.961975098,-23.68020987,-23.68020987,-23.68020987
887,887,1.580761823,0.353685916,3.034691761,-23.93133702,-23.93133702,-23.93133702
888,888,0.945193685,0.75587648,2.541339251,-23.90380233,-23.90380233,-23.90380233
889,889,0.528163691,1.249789747,2.082434832,-23.81952012,-23.81952012,-23.81952012
890,890,-0.167658852,2.450579071,0.895952402,-23.50987932,-23.50987932,-23.50987932
891,891,-0.617311256,1.778738817,1.129305309,-23.38799736,-23.38799736,-23.38799736
892,892,-0.941657378,1.91824072,0.601635212,-23.27774492,-23.27774492,-23.27774492
893,893,0.599478487,1.30024597,1.081871062,-23.4658739,-23.4658739,-23.4658739
894,894,-1.150105888,2.190606839,0.385140346,-23.51754463,-23.51754463,-23.51754463
895,895,-0.968955684,2.114359979,0.422049973,-23.48978193,-23.48978193,-23.48978193
896,896,-0.407653891,1.657738931,0.702179993,-23.49076386,-23.49076386,-23.49076386
897,897,0.032309108,0.730510098,1.723363686,-23.89733525,-23.89733525,-23.89733525
898,898,0.455579237,0.742618222,1.488968269,-23.61481644,-23.61481644,-23.61481644
899,899,-0.972621554,0.883249424,1.201599907,-23.16620461,-23.16620461,-23.16620461
900,900,0.431390827,1.674347686,0.433048199,-23.15092975,-23.15092975,-23.15092975
901,901,-0.274789827,0.983988843,1.091601022,-23.45655124,-23.45655124,-23.45655124
902,902,0.347080924,1.476096006,0.797428889,-23.44980684,-23.44980684,-23.44980684
903,903,1.80176672,0.591118819,2.011011396,-23.98328419,-23.98328419,-23.98328419
904,904,0.977262518,0.359719488,1.940944007,-24.2124035,-24.2124035,-24.2124035
905,905,0.265081427,1.530187806,1.495747067,-24.37352738,-24.37352738,-24.37352738
906,906,0.19849139,1.313505128,1.937361664,-24.03033363,-24.03033363,-24.03033363
907,907,-0.191804772,-0.176871454,2.883764254,-23.99206862,-23.99206862,-23.99206862
908,908,1.523222393,-0.260523656,2.82999867,-23.79752654,-23.79752654,-23.79752654
909,909,1.395721543,-1.245492611,3.551534309,-23.65881349,-23.65881349,-23.65881349
910,910,1.780609894,-0.820219747,3.40024924,-23.82341715,-23.82341715,-23.82341715
911,911,0.776222617,0.770467974,2.456373231,-24.14551371,-24.14551371,-24.14551371
912,912,0.05288777,0.64831948,2.819325874,-24.0877598,-24.0877598,-24.0877598
913,913,0.190193927,0.625829609,2.952692365,-24.34549007,-24.34549007,-24.34549007
914,914,0.328475764,1.054445202,2.579809768,-24.25667325,-24.25667325,-24.25667325
915,915,0.478647607,0.178953247,3.095920349,-24.1122853,-24.1122853,-24.1122853
916,916,0.49506782,0.908477477,3.003338517,-23.59597643,-23.59597643,-23.59597643
917,917,0.307194798,0.936205469,3.097623117,-24.14672889,-24.14672889,-24.14672889
918,918,-0.086639029,1.200175015,2.780064502,-23.93736205,-23.93736205,-23.93736205
919,919,0.139719321,0.914789474,2.802190816,-24.0660107,-24.0660107,-24.0660107
920,920,1.11126211,0.734825018,2.825193854,-24.15941345,-24.15941345,-24.15941345
921,921,0.966893547,1.182541876,2.838701252,-24.07864177,-24.07864177,-24.07864177
922,922,0.912137063,0.674125809,3.435674761,-24.14550732,-24.14550732,-24.14550732
923,923,1.378877297,0.416634082,3.399496098,-23.9895432,-23.9895432,-23.9895432
924,924,-0.129958761,1.256786175,2.338244289,-23.647306,-23.647306,-23.647306
925,925,0.058191495,0.815514826,2.598935161,-23.95526754,-23.95526754,-23.95526754
926,926,-0.63459525,1.807777193,2.056775597,-23.84647626,-23.84647626,-23.84647626
927,927,-0.831559492,1.495308806,1.919363101,-23.87951633,-23.87951633,-23.87951633
928,928,0.089637785,1.003946255,2.474960133,-24.15039077,-24.15039077,-24.15039077
929,929,0.2073715,0.00710166,2.986462128,-23.93298243,-23.93298243,-23.93298243
930,930,1.430755306,-0.666376206,3.86591778,-24.01931291,-24.01931291,-24.01931291
931,931,0.225724099,0.451813712,3.168003879,-23.69196042,-23.69196042,-23.69196042
932,932,-0.240455859,1.400339736,1.913593804,-23.33655259,-23.33655259,-23.33655259
933,933,0.464465065,0.755620779,2.662490382,-23.80100241,-23.80100241,-23.80100241
934,934,0.265529675,0.151963051,3.098498519,-23.65531364,-23.65531364,-23.65531364
935,935,-0.061689602,0.305044752,3.101922536,-23.76118276,-23.76118276,-23.76118276
936,936,0.387160444,-0.425981179,3.642446375,-23.41006552,-23.41006552,-23.41006552
937,937,1.238703965,0.012371371,3.597772381,-23.88765454,-23.88765454,-23.88765454
938,938,0.451655571,0.879016567,3.2144663,-24.2006434,-24.2006434,-24.2006434
939,939,0.63524425,0.156405122,3.874313761,-24.51272705,-24.51272705,-24.51272705
940,940,1.258471713,0.571606463,3.367432836,-24.35958493,-24.35958493,-24.35958493
941,941,-0.760454056,0.564577232,3.167260365,-24.20967377,-24.20967377,-24.20967377
942,942,-0.725193608,1.700611336,2.146239595,-24.0152362,-24.0152362,-24.0152362
943,943,0.10842103,1.966863766,2.303638928,-23.65320744,-23.65320744,-23.65320744
944,944,0.558607234,0.926131381,3.161656362,-23.87415465,-23.87415465,-23.87415465
945,945,0.473598368,1.620811382,2.80659914,-23.51637054,-23.51637054,-23.51637054
946,946,0.985555881,2.092646888,2.659213231,-23.72826243,-23.72826243,-23.72826243
947,947,-0.432483306,1.792710677,2.864449167,-23.69981438,-23.69981438,-23.69981438
948,948,-0.537356604,2.988376786,1.855524135,-23.71719133,-23.71719133,-23.71719133
949,949,-0.70876632,1.788292833,3.048773908,-23.7165975,-23.7165975,-23.7165975
950,950,-0.193527495,1.550847642,3.048386414,-23.6472038,-23.6472038,-23.6472038
951,951,0.467303815,1.371914811,3.097166663,-23.88644197,-23.88644197,-23.88644197
952,952,1.694923253,0.338735821,4.0314639,-23.87376272,-23.87376272,-23.87376272
